state,year,localid,name,e1,e2,e3,e4,et,e1_impute,e2_impute,e3_impute,e4_impute,p1,p2,p3,p4,ps
OH,2014,048835,east muskingum local,0,16,49,59,124,1,0,0,0,NA,NA,NA,NA,NA
OH,2017,048835,east muskingum local,NA,NA,NA,NA,121,NA,NA,NA,NA,0,2.608695,26.956521,70.434782,0
OH,2018,048835,east muskingum local,NA,NA,NA,NA,118,NA,NA,NA,NA,0,3.2,20.8,75.2,0.8
OH,2019,048835,east muskingum local,NA,NA,NA,NA,125,NA,NA,NA,NA,0,3.3000000000000003,21.3,75.4,0
OH,2014,048843,franklin local,0,8,25,105,138,1,0,0,0,NA,NA,NA,NA,NA
OH,2017,048843,franklin local,NA,NA,NA,NA,138,NA,NA,NA,NA,0,0.729927,27.007299,72.262773,0
OH,2018,048843,franklin local,NA,NA,NA,NA,135,NA,NA,NA,NA,0,0,27.5,71.7,0.7000000000000001
OH,2019,048843,franklin local,NA,NA,NA,NA,141,NA,NA,NA,NA,0,5.1000000000000005,31.6,63.2,0
OH,2014,048850,maysville local,0,5,80,48,133,1,0,0,0,NA,NA,NA,NA,NA
OH,2017,048850,maysville local,NA,NA,NA,NA,131,NA,NA,NA,NA,0,0.763358,75.572519,22.137404,0.01526717
OH,2018,048850,maysville local,NA,NA,NA,NA,124,NA,NA,NA,NA,0,3.8000000000000003,63.6,31.1,1.5
OH,2019,048850,maysville local,NA,NA,NA,NA,123,NA,NA,NA,NA,0,9,51.5,37.300000000000004,2.2
OH,2014,048876,tri-valley local,0,3,59,103,165,1,0,0,0,NA,NA,NA,NA,NA
OH,2017,048876,tri-valley local,NA,NA,NA,NA,162,NA,NA,NA,NA,0,0,34.911242,64.497041,0.00591716
OH,2018,048876,tri-valley local,NA,NA,NA,NA,156,NA,NA,NA,NA,0,4.1,32.9,61.2,1.8
OH,2019,048876,tri-valley local,NA,NA,NA,NA,171,NA,NA,NA,NA,0,5.4,39.300000000000004,55.4,0
OH,2014,048884,west muskingum local,0,5,49,45,99,1,0,0,0,NA,NA,NA,NA,NA
OH,2017,048884,west muskingum local,NA,NA,NA,NA,103,NA,NA,NA,NA,0,1.020408,30.612244,65.306122,0.03061224
OH,2018,048884,west muskingum local,NA,NA,NA,NA,98,NA,NA,NA,NA,0,3.1,27.1,69.8,0
OH,2019,048884,west muskingum local,NA,NA,NA,NA,94,NA,NA,NA,NA,0,1.1,32.2,65.5,1.1
OH,2014,048900,noble local,0,7,28,29,64,1,0,0,0,NA,NA,NA,NA,NA
OH,2017,048900,noble local,NA,NA,NA,NA,61,NA,NA,NA,NA,0,7.936507,57.142857,34.920634,0
OH,2018,048900,noble local,NA,NA,NA,NA,61,NA,NA,NA,NA,0,4.8,47.6,47.6,0
OH,2019,048900,noble local,NA,NA,NA,NA,63,NA,NA,NA,NA,0,6.3,49.2,44.4,0
OH,2014,048926,benton carroll salem local,0,0,40,54,94,1,1,0,0,NA,NA,NA,NA,NA
OH,2017,048926,benton carroll salem local,NA,NA,NA,NA,74,NA,NA,NA,NA,0,0,32.608695,67.39130399999999,0
OH,2018,048926,benton carroll salem local,NA,NA,NA,NA,79,NA,NA,NA,NA,0,1.1,26.400000000000002,72.5,0
OH,2019,048926,benton carroll salem local,NA,NA,NA,NA,68,NA,NA,NA,NA,0,2.2,39.300000000000004,58.4,0
OH,2017,048934,danbury local,NA,NA,NA,NA,36,NA,NA,NA,NA,0,0,26.829268,73.170731,0
OH,2018,048934,danbury local,NA,NA,NA,NA,36,NA,NA,NA,NA,0,0,7.1000000000000005,92.9,0
OH,2019,048934,danbury local,NA,NA,NA,NA,38,NA,NA,NA,NA,0,0,17.1,82.9,0
OH,2017,048942,genoa area local,NA,NA,NA,NA,78,NA,NA,NA,NA,0,1.315789,35.526315000000004,63.157894000000006,0
OH,2018,048942,genoa area local,NA,NA,NA,NA,79,NA,NA,NA,NA,0,0,27.6,72.4,0
OH,2019,048942,genoa area local,NA,NA,NA,NA,81,NA,NA,NA,NA,0,3.8000000000000003,16.5,79.7,0
OH,2014,048975,put-in-bay local,0,0,16,0,16,1,1,0,1,NA,NA,NA,NA,NA
OH,2017,048975,put-in-bay local,NA,NA,NA,NA,17,NA,NA,NA,NA,0,0,50,50,0
OH,2018,048975,put-in-bay local,NA,NA,NA,NA,19,NA,NA,NA,NA,0,0,57.1,42.9,0
OH,2019,048975,put-in-bay local,NA,NA,NA,NA,17,NA,NA,NA,NA,0,0,56.300000000000004,43.800000000000004,0
OH,2014,048991,antwerp local,0,44,0,0,44,1,0,1,1,NA,NA,NA,NA,NA
OH,2017,048991,antwerp local,NA,NA,NA,NA,47,NA,NA,NA,NA,0,0,66,34,0
OH,2018,048991,antwerp local,NA,NA,NA,NA,46,NA,NA,NA,NA,0,0,62,38,0
OH,2019,048991,antwerp local,NA,NA,NA,NA,48,NA,NA,NA,NA,0,0,60,40,0
OH,2014,049031,wayne trace local,0,0,56,0,56,1,1,0,1,NA,NA,NA,NA,NA
OH,2017,049031,wayne trace local,NA,NA,NA,NA,67,NA,NA,NA,NA,0,3.125,45.3125,51.5625,0
OH,2018,049031,wayne trace local,NA,NA,NA,NA,61,NA,NA,NA,NA,0,0,43.1,56.9,0
OH,2019,049031,wayne trace local,NA,NA,NA,NA,68,NA,NA,NA,NA,0,1.7,43.300000000000004,55,0
OH,2014,049056,northern local,0,6,40,79,125,1,0,0,0,NA,NA,NA,NA,NA
OH,2017,049056,northern local,NA,NA,NA,NA,135,NA,NA,NA,NA,0,4.545454,43.939392999999995,50.757575,0.00757575
OH,2018,049056,northern local,NA,NA,NA,NA,131,NA,NA,NA,NA,0,5.3,42.4,52.300000000000004,0
OH,2019,049056,northern local,NA,NA,NA,NA,132,NA,NA,NA,NA,0,12.700000000000001,29.1,56.7,1.5
OH,2014,049064,southern local,0,4,24,26,54,1,0,0,0,NA,NA,NA,NA,NA
OH,2017,049064,southern local,NA,NA,NA,NA,51,NA,NA,NA,NA,2.040816,0,57.142857,40.816326000000004,0
OH,2018,049064,southern local,NA,NA,NA,NA,50,NA,NA,NA,NA,0,0,54,46,0
OH,2019,049064,southern local,NA,NA,NA,NA,55,NA,NA,NA,NA,0,5.8,53.800000000000004,40.4,0
OH,2014,049072,pickaway county esc,0,0,3,0,3,1,1,0,1,NA,NA,NA,NA,NA
OH,2014,049080,logan elm local,0,14,64,44,122,1,0,0,0,NA,NA,NA,NA,NA
OH,2017,049080,logan elm local,NA,NA,NA,NA,122,NA,NA,NA,NA,0,0,28.448275000000002,69.827586,0.01724137
OH,2018,049080,logan elm local,NA,NA,NA,NA,115,NA,NA,NA,NA,0,3.4,24.8,66.7,5.1000000000000005
OH,2019,049080,logan elm local,NA,NA,NA,NA,113,NA,NA,NA,NA,0,4.5,31.3,59.800000000000004,4.5
OH,2014,049098,teays valley local,0,15,55,132,202,1,0,0,0,NA,NA,NA,NA,NA
OH,2017,049098,teays valley local,NA,NA,NA,NA,221,NA,NA,NA,NA,0,2.272727,32.272727,63.636362999999996,0.01818181
OH,2018,049098,teays valley local,NA,NA,NA,NA,223,NA,NA,NA,NA,0.4,3.6,34.4,61.2,0.4
OH,2019,049098,teays valley local,NA,NA,NA,NA,237,NA,NA,NA,NA,0,5.7,40.9,52.2,1.3
OH,2014,049106,westfall local,0,3,41,62,106,1,0,0,0,NA,NA,NA,NA,NA
OH,2017,049106,westfall local,NA,NA,NA,NA,93,NA,NA,NA,NA,0,1.0101010000000001,45.454545,53.53535299999999,0
OH,2018,049106,westfall local,NA,NA,NA,NA,89,NA,NA,NA,NA,0,0,35.7,62.2,2
OH,2019,049106,westfall local,NA,NA,NA,NA,89,NA,NA,NA,NA,0,1.1,43.6,54.300000000000004,1.1
OH,2014,049122,eastern local,0,4,35,11,50,1,0,0,0,NA,NA,NA,NA,NA
OH,2017,049122,eastern local,NA,NA,NA,NA,64,NA,NA,NA,NA,0,0,81.034482,18.965517000000002,0
OH,2018,049122,eastern local school district,NA,NA,NA,NA,63,NA,NA,NA,NA,0,11.5,55.7,31.1,1.6
OH,2019,049122,eastern local school district,NA,NA,NA,NA,66,NA,NA,NA,NA,0,13.6,49.2,37.300000000000004,0
OH,2014,049130,scioto valley local,0,7,53,16,76,1,0,0,0,NA,NA,NA,NA,NA
OH,2017,049130,scioto valley local,NA,NA,NA,NA,79,NA,NA,NA,NA,0,3.797468,31.645569000000002,62.025316,0.02531645
OH,2018,049130,scioto valley local,NA,NA,NA,NA,74,NA,NA,NA,NA,0,3.8000000000000003,27.8,64.6,3.8000000000000003
OH,2019,049130,scioto valley local,NA,NA,NA,NA,76,NA,NA,NA,NA,0,3.8000000000000003,35,58.800000000000004,2.5
OH,2014,049148,waverly city,0,11,59,28,98,1,0,0,0,NA,NA,NA,NA,NA
OH,2017,049148,waverly city,NA,NA,NA,NA,103,NA,NA,NA,NA,0,2.884615,45.192307,45.192307,0.06730769
OH,2018,049148,waverly city,NA,NA,NA,NA,109,NA,NA,NA,NA,0,2.9,49.5,45.7,1.9000000000000001
OH,2019,049148,waverly city,NA,NA,NA,NA,104,NA,NA,NA,NA,0,1,36.2,54.300000000000004,8.6
OH,2014,049155,western local,4,10,27,9,50,0,0,0,0,NA,NA,NA,NA,NA
OH,2017,049155,western local,NA,NA,NA,NA,37,NA,NA,NA,NA,0,1.960784,66.66666599999999,29.411764,0.01960784
OH,2018,049155,western local,NA,NA,NA,NA,37,NA,NA,NA,NA,0,7.7,69.2,21.2,1.9000000000000001
OH,2019,049155,western local,NA,NA,NA,NA,44,NA,NA,NA,NA,0,9.4,66,22.6,1.9000000000000001
OH,2014,049163,portage county esc,0,9,27,6,42,1,0,0,0,NA,NA,NA,NA,NA
OH,2014,049171,aurora city,0,0,22,152,174,1,1,0,0,NA,NA,NA,NA,NA
OH,2017,049171,aurora city,NA,NA,NA,NA,171,NA,NA,NA,NA,0,0,10.555555,88.888888,0.00555555
OH,2018,049171,aurora city,NA,NA,NA,NA,171,NA,NA,NA,NA,0,0.6,10,89.4,0
OH,2019,049171,aurora city,NA,NA,NA,NA,176,NA,NA,NA,NA,0,1.6,13,84.8,0.5
OH,2014,049189,crestwood local,0,3,116,0,119,1,0,0,1,NA,NA,NA,NA,NA
OH,2017,049189,crestwood local,NA,NA,NA,NA,120,NA,NA,NA,NA,0,0.8695649999999999,32.173913,66.95652100000001,0
OH,2018,049189,crestwood local,NA,NA,NA,NA,113,NA,NA,NA,NA,0,0.9,30.400000000000002,66.1,2.7
OH,2019,049189,crestwood local,NA,NA,NA,NA,110,NA,NA,NA,NA,0,3,29.3,65.7,2
OH,2014,049197,field local,0,14,61,32,107,1,0,0,0,NA,NA,NA,NA,NA
OH,2017,049197,field local,NA,NA,NA,NA,122,NA,NA,NA,NA,0,2.479338,79.338843,18.181818,0
OH,2018,049197,field local,NA,NA,NA,NA,133,NA,NA,NA,NA,0,4.1,64.5,28.1,3.3000000000000003
OH,2019,049197,field local,NA,NA,NA,NA,131,NA,NA,NA,NA,0,1.7,61.9,35.6,0.8
OH,2017,049205,james a garfield local,NA,NA,NA,NA,90,NA,NA,NA,NA,0,0,25,73.75,0.0125
OH,2018,049205,james a garfield local,NA,NA,NA,NA,87,NA,NA,NA,NA,0,1.2,13.6,82.7,2.5
OH,2019,049205,james a garfield local,NA,NA,NA,NA,93,NA,NA,NA,NA,0,1.3,23.400000000000002,71.4,3.9
OH,2014,049213,rootstown local,0,0,26,45,71,1,1,0,0,NA,NA,NA,NA,NA
OH,2017,049213,rootstown local,NA,NA,NA,NA,80,NA,NA,NA,NA,0,2.702702,52.702702,44.594594,0
OH,2018,049213,rootstown local,NA,NA,NA,NA,80,NA,NA,NA,NA,0,5.2,50.6,44.2,0
OH,2019,049213,rootstown local,NA,NA,NA,NA,82,NA,NA,NA,NA,0,3.9,44.2,51.9,0
OH,2017,049221,southeast local,NA,NA,NA,NA,118,NA,NA,NA,NA,0,0,15.094339000000002,83.962264,0.00943396
OH,2018,049221,southeast local,NA,NA,NA,NA,113,NA,NA,NA,NA,0,0,22.400000000000002,77.60000000000001,0
OH,2019,049221,southeast local,NA,NA,NA,NA,111,NA,NA,NA,NA,0,1.9000000000000001,22.400000000000002,75.7,0
OH,2014,049239,streetsboro city,0,4,122,6,132,1,0,0,0,NA,NA,NA,NA,NA
OH,2017,049239,streetsboro city,NA,NA,NA,NA,137,NA,NA,NA,NA,0,0,88.63636299999999,9.848484000000001,0.01515151
OH,2018,049239,streetsboro city,NA,NA,NA,NA,137,NA,NA,NA,NA,0,29.400000000000002,47.1,6.6000000000000005,16.9
OH,2019,049239,streetsboro city,NA,NA,NA,NA,137,NA,NA,NA,NA,0,1.4000000000000001,65.2,33.3,0
OH,2014,049247,waterloo local,0,7,35,31,73,1,0,0,0,NA,NA,NA,NA,NA
OH,2017,049247,waterloo local,NA,NA,NA,NA,87,NA,NA,NA,NA,0,0,28.378377999999998,67.567567,0.04054054
OH,2018,049247,waterloo local,NA,NA,NA,NA,78,NA,NA,NA,NA,0,0,26.1,69.60000000000001,4.3
OH,2019,049247,waterloo local,NA,NA,NA,NA,78,NA,NA,NA,NA,0,1.5,21.2,68.2,9.1
OH,2014,049254,preble county esc,0,0,14,0,14,1,1,0,1,NA,NA,NA,NA,NA
OH,2014,049270,national trail local,0,3,42,22,67,1,0,0,0,NA,NA,NA,NA,NA
OH,2017,049270,national trail local,NA,NA,NA,NA,74,NA,NA,NA,NA,0,0,36.619718,60.56338,0.02816901
OH,2018,049270,national trail local,NA,NA,NA,NA,72,NA,NA,NA,NA,0,1.4000000000000001,32.9,61.6,4.1
OH,2019,049270,national trail local,NA,NA,NA,NA,76,NA,NA,NA,NA,0,1.4000000000000001,26.8,71.8,0
OH,2014,049288,preble shawnee local,0,5,58,20,83,1,0,0,0,NA,NA,NA,NA,NA
OH,2017,049288,preble shawnee local,NA,NA,NA,NA,85,NA,NA,NA,NA,0,1.111111,38.888888,60,0
OH,2018,049288,preble shawnee local,NA,NA,NA,NA,79,NA,NA,NA,NA,0,1.1,36.7,61.1,1.1
OH,2019,049288,preble shawnee local,NA,NA,NA,NA,84,NA,NA,NA,NA,0,2.2,40.2,54.300000000000004,3.3000000000000003
OH,2017,049296,twin valley community local,NA,NA,NA,NA,61,NA,NA,NA,NA,0,0,28.333333,70,0.01666666
OH,2018,049296,twin valley community local,NA,NA,NA,NA,60,NA,NA,NA,NA,0,0,35,65,0
OH,2019,049296,twin valley community local,NA,NA,NA,NA,63,NA,NA,NA,NA,0,0,25.8,71,3.2
OH,2014,049312,columbus grove local,0,0,0,58,58,1,1,1,0,NA,NA,NA,NA,NA
OH,2017,049312,columbus grove local,NA,NA,NA,NA,56,NA,NA,NA,NA,0,0,12.068965,82.75862000000001,0.05172413
OH,2018,049312,columbus grove local,NA,NA,NA,NA,55,NA,NA,NA,NA,0,0,11.9,84.7,3.4
OH,2019,049312,columbus grove local,NA,NA,NA,NA,62,NA,NA,NA,NA,0,0,14,84.2,1.8
OH,2014,049320,continental local,0,35,3,0,38,1,0,0,1,NA,NA,NA,NA,NA
OH,2017,049320,continental local,NA,NA,NA,NA,38,NA,NA,NA,NA,0,0,69.444444,30.555555000000002,0
OH,2018,049320,continental local,NA,NA,NA,NA,37,NA,NA,NA,NA,0,2.6,78.9,18.400000000000002,0
OH,2019,049320,continental local,NA,NA,NA,NA,42,NA,NA,NA,NA,0,2.6,97.4,0,0
OH,2014,049338,jennings local,0,0,25,0,25,1,1,0,1,NA,NA,NA,NA,NA
OH,2017,049338,jennings local,NA,NA,NA,NA,28,NA,NA,NA,NA,0,0,100,0,0
OH,2018,049338,jennings local,NA,NA,NA,NA,26,NA,NA,NA,NA,0,0,100,0,0
OH,2019,049338,jennings local,NA,NA,NA,NA,29,NA,NA,NA,NA,0,0,100,0,0
OH,2014,049346,kalida local,0,0,37,0,37,1,1,0,1,NA,NA,NA,NA,NA
OH,2017,049346,kalida local,NA,NA,NA,NA,42,NA,NA,NA,NA,0,0,13.888888,86.111111,0
OH,2018,049346,kalida local,NA,NA,NA,NA,41,NA,NA,NA,NA,0,0,10.8,89.2,0
OH,2019,049346,kalida local,NA,NA,NA,NA,44,NA,NA,NA,NA,0,0,7.9,92.10000000000001,0
OH,2014,049353,leipsic local,3,39,4,0,46,0,0,0,1,NA,NA,NA,NA,NA
OH,2017,049353,leipsic local,NA,NA,NA,NA,50,NA,NA,NA,NA,0,0,10.869565,84.78260800000001,0.04347826
OH,2018,049353,leipsic local,NA,NA,NA,NA,48,NA,NA,NA,NA,0,0,12.8,87.2,0
OH,2019,049353,leipsic local,NA,NA,NA,NA,52,NA,NA,NA,NA,0,0,20,80,0
OH,2014,049361,miller city-new cleveland local,0,0,32,0,32,1,1,0,1,NA,NA,NA,NA,NA
OH,2017,049361,miller city-new cleveland local,NA,NA,NA,NA,34,NA,NA,NA,NA,0,0,61.290321999999996,38.709677,0
OH,2018,049361,miller city-new cleveland local,NA,NA,NA,NA,34,NA,NA,NA,NA,0,0,54.5,39.4,6.1000000000000005
OH,2019,049361,miller city-new cleveland local,NA,NA,NA,NA,35,NA,NA,NA,NA,0,0,62.5,37.5,0
OH,2014,049379,ottawa-glandorf local,0,6,34,43,83,1,0,0,0,NA,NA,NA,NA,NA
OH,2017,049379,ottawa-glandorf local,NA,NA,NA,NA,92,NA,NA,NA,NA,0,0,59.550561,33.707865,0.06741573
OH,2018,049379,ottawa-glandorf local,NA,NA,NA,NA,92,NA,NA,NA,NA,0,1.1,53.300000000000004,44.4,1.1
OH,2019,049379,ottawa-glandorf local,NA,NA,NA,NA,97,NA,NA,NA,NA,0,1.2,40.5,58.300000000000004,0
OH,2014,049387,ottoville local,0,0,32,0,32,1,1,0,1,NA,NA,NA,NA,NA
OH,2017,049387,ottoville local,NA,NA,NA,NA,35,NA,NA,NA,NA,0,0,31.428570999999998,65.71428499999999,0.02857142
OH,2018,049387,ottoville local,NA,NA,NA,NA,33,NA,NA,NA,NA,0,0,6.1000000000000005,93.9,0
OH,2019,049387,ottoville local,NA,NA,NA,NA,34,NA,NA,NA,NA,0,0,2.9,97.10000000000001,0
OH,2017,049395,pandora-gilboa local,NA,NA,NA,NA,40,NA,NA,NA,NA,0,0,92.682926,7.317073000000001,0
OH,2018,049395,pandora-gilboa local,NA,NA,NA,NA,43,NA,NA,NA,NA,0,0,87.8,12.200000000000001,0
OH,2019,049395,pandora-gilboa local,NA,NA,NA,NA,45,NA,NA,NA,NA,0,0,95.3,4.7,0
OH,2014,049411,clear fork valley local,0,0,0,0,0,1,1,1,1,NA,NA,NA,NA,NA
OH,2017,049411,clear fork valley local,NA,NA,NA,NA,111,NA,NA,NA,NA,0,2.542372,82.203389,15.254237000000002,0
OH,2018,049411,clear fork valley local,NA,NA,NA,NA,113,NA,NA,NA,NA,0,4.3,62.6,33,0
OH,2019,049411,clear fork valley local,NA,NA,NA,NA,114,NA,NA,NA,NA,0,0,72.9,27.1,0
OH,2014,049429,crestview local,0,3,35,49,87,1,0,0,0,NA,NA,NA,NA,NA
OH,2017,049429,crestview local,NA,NA,NA,NA,81,NA,NA,NA,NA,0,1.282051,44.871794,53.846152999999994,0
OH,2018,049429,crestview local,NA,NA,NA,NA,80,NA,NA,NA,NA,0,1.3,53.800000000000004,43.6,1.3
OH,2019,049429,crestview local,NA,NA,NA,NA,76,NA,NA,NA,NA,0,0,53.2,45.6,1.3
OH,2014,049437,lexington local,0,0,56,88,144,1,1,0,0,NA,NA,NA,NA,NA
OH,2017,049437,lexington local,NA,NA,NA,NA,133,NA,NA,NA,NA,0,1.351351,47.297297,46.621621000000005,0.04729729
OH,2018,049437,lexington local,NA,NA,NA,NA,141,NA,NA,NA,NA,0,2.1,46.9,51,0
OH,2019,049437,lexington local,NA,NA,NA,NA,143,NA,NA,NA,NA,0,4.3,39.6,55.4,0.7000000000000001
OH,2014,049445,lucas local,0,3,24,12,39,1,0,0,0,NA,NA,NA,NA,NA
OH,2017,049445,lucas local,NA,NA,NA,NA,39,NA,NA,NA,NA,0,5,62.5,32.5,0
OH,2018,049445,lucas local,NA,NA,NA,NA,40,NA,NA,NA,NA,0,7.5,47.5,45,0
OH,2019,049445,lucas local,NA,NA,NA,NA,42,NA,NA,NA,NA,0,4.8,35.7,59.5,0
OH,2014,049452,madison local,0,7,58,158,223,1,0,0,0,NA,NA,NA,NA,NA
OH,2017,049452,madison local,NA,NA,NA,NA,222,NA,NA,NA,NA,0,0.9008999999999999,39.639638999999995,59.459459,0
OH,2018,049452,madison local,NA,NA,NA,NA,222,NA,NA,NA,NA,0,5,36.2,57.9,0.9
OH,2019,049452,madison local,NA,NA,NA,NA,218,NA,NA,NA,NA,0,3.7,37,59.4,0
OH,2014,049460,plymouth-shiloh local,0,6,35,18,59,1,0,0,0,NA,NA,NA,NA,NA
OH,2017,049460,plymouth-shiloh local,NA,NA,NA,NA,56,NA,NA,NA,NA,0,0,67.85714200000001,32.142857,0
OH,2018,049460,plymouth-shiloh local,NA,NA,NA,NA,59,NA,NA,NA,NA,0,5.2,60.300000000000004,32.8,1.7
OH,2019,049460,plymouth-shiloh local,NA,NA,NA,NA,61,NA,NA,NA,NA,1.7,6.7,61.7,30,0
OH,2017,049478,ontario local,NA,NA,NA,NA,100,NA,NA,NA,NA,0,0,15.151514999999998,83.83838300000001,0.01010101
OH,2018,049478,ontario local,NA,NA,NA,NA,101,NA,NA,NA,NA,0,0,11.700000000000001,87.4,1
OH,2019,049478,ontario local,NA,NA,NA,NA,101,NA,NA,NA,NA,0,1,16.5,81.60000000000001,1
OH,2014,049494,adena local,0,17,32,18,67,1,0,0,0,NA,NA,NA,NA,NA
OH,2017,049494,adena local,NA,NA,NA,NA,67,NA,NA,NA,NA,0,0,28.767123,64.383561,0.06849315
OH,2018,049494,adena local,NA,NA,NA,NA,62,NA,NA,NA,NA,0,4.1,35.6,53.4,6.8
OH,2019,049494,adena local,NA,NA,NA,NA,64,NA,NA,NA,NA,0,8.5,43.7,40.800000000000004,7
OH,2014,049502,huntington local,0,0,51,25,76,1,1,0,0,NA,NA,NA,NA,NA
OH,2017,049502,huntington local,NA,NA,NA,NA,80,NA,NA,NA,NA,0,0,44.871794,52.564102,0.02564102
OH,2018,049502,huntington local,NA,NA,NA,NA,79,NA,NA,NA,NA,0,1.3,43,53.2,2.5
OH,2019,049502,huntington local,NA,NA,NA,NA,82,NA,NA,NA,NA,0,3.9,48.7,44.7,2.6
OH,2014,049510,paint valley local,0,18,34,3,55,1,0,0,0,NA,NA,NA,NA,NA
OH,2017,049510,paint valley local,NA,NA,NA,NA,56,NA,NA,NA,NA,0,0,30.357142,69.642857,0
OH,2018,049510,paint valley local,NA,NA,NA,NA,50,NA,NA,NA,NA,0,1.7,29.3,69,0
OH,2019,049510,paint valley local,NA,NA,NA,NA,56,NA,NA,NA,NA,0,5,36.7,58.300000000000004,0
OH,2014,049528,southeastern local,0,0,27,34,61,1,1,0,0,NA,NA,NA,NA,NA
OH,2017,049528,southeastern local,NA,NA,NA,NA,68,NA,NA,NA,NA,0,0,20.63492,77.777777,0.01587301
OH,2018,049528,southeastern local,NA,NA,NA,NA,64,NA,NA,NA,NA,0,1.6,19,79.4,0
OH,2019,049528,southeastern local,NA,NA,NA,NA,68,NA,NA,NA,NA,0,0,21,77.4,1.6
OH,2014,049536,union-scioto local,3,6,41,64,114,0,0,0,0,NA,NA,NA,NA,NA
OH,2017,049536,union-scioto local,NA,NA,NA,NA,119,NA,NA,NA,NA,0.8547000000000001,1.709401,44.444444,50.427350000000004,0.02564102
OH,2018,049536,union-scioto local,NA,NA,NA,NA,110,NA,NA,NA,NA,0,1.7,45.4,52.1,0.8
OH,2019,049536,union-scioto local,NA,NA,NA,NA,117,NA,NA,NA,NA,0,1.7,47.1,51.300000000000004,0
OH,2017,049544,zane trace local,NA,NA,NA,NA,82,NA,NA,NA,NA,0,6.666666,78.66666599999999,14.666666000000001,0
OH,2018,049544,zane trace local,NA,NA,NA,NA,78,NA,NA,NA,NA,0,6.4,91,2.6,0
OH,2019,049544,zane trace local,NA,NA,NA,NA,83,NA,NA,NA,NA,0,2.5,46.800000000000004,50.6,0
OH,2014,049569,lakota local,0,9,31,22,62,1,0,0,0,NA,NA,NA,NA,NA
OH,2017,049569,lakota local,NA,NA,NA,NA,53,NA,NA,NA,NA,0,2.941176,47.058823,50,0
OH,2018,049569,lakota local,NA,NA,NA,NA,54,NA,NA,NA,NA,0,6,35.800000000000004,58.2,0
OH,2019,049569,lakota local,NA,NA,NA,NA,31,NA,NA,NA,NA,0,6,37.300000000000004,56.7,0
OH,2014,049577,woodmore local,0,4,35,23,62,1,0,0,0,NA,NA,NA,NA,NA
OH,2017,049577,woodmore local,NA,NA,NA,NA,60,NA,NA,NA,NA,0,0,42.857141999999996,57.142857,0
OH,2018,049577,woodmore local,NA,NA,NA,NA,63,NA,NA,NA,NA,0,0,33.3,66.7,0
OH,2019,049577,woodmore local,NA,NA,NA,NA,63,NA,NA,NA,NA,0,0,38.1,60.300000000000004,1.6
OH,2014,049593,bloom-vernon local,0,7,23,27,57,1,0,0,0,NA,NA,NA,NA,NA
OH,2017,049593,bloom-vernon local,NA,NA,NA,NA,66,NA,NA,NA,NA,0,0,35.483871,64.516129,0
OH,2018,049593,bloom-vernon local,NA,NA,NA,NA,73,NA,NA,NA,NA,0,1.6,30.6,67.7,0
OH,2019,049593,bloom-vernon local,NA,NA,NA,NA,74,NA,NA,NA,NA,0,0,25.8,74.2,0
OH,2017,049601,clay local,NA,NA,NA,NA,42,NA,NA,NA,NA,0,0,31.707317000000003,68.292682,0
OH,2018,049601,clay local,NA,NA,NA,NA,54,NA,NA,NA,NA,0,0,25,72.5,2.5
OH,2019,049601,clay local,NA,NA,NA,NA,55,NA,NA,NA,NA,0,0,24.400000000000002,73.2,2.4
OH,2014,049619,green local,0,3,18,18,39,1,0,0,0,NA,NA,NA,NA,NA
OH,2017,049619,green local,NA,NA,NA,NA,45,NA,NA,NA,NA,0,0,26.190476,73.809523,0
OH,2018,049619,green local,NA,NA,NA,NA,53,NA,NA,NA,NA,0,4.8,16.7,78.60000000000001,0
OH,2019,049619,green local,NA,NA,NA,NA,59,NA,NA,NA,NA,0,11.4,25,61.4,2.3000000000000003
OH,2014,049627,minford local,0,0,25,62,87,1,1,0,0,NA,NA,NA,NA,NA
OH,2017,049627,minford local,NA,NA,NA,NA,93,NA,NA,NA,NA,0,2.272727,14.772727,82.954545,0
OH,2018,049627,minford local,NA,NA,NA,NA,87,NA,NA,NA,NA,0,0,25.900000000000002,74.10000000000001,0
OH,2019,049627,minford local,NA,NA,NA,NA,90,NA,NA,NA,NA,0,2.3000000000000003,44.300000000000004,53.4,0
OH,2014,049635,northwest local,0,7,71,18,96,1,0,0,0,NA,NA,NA,NA,NA
OH,2017,049635,northwest local,NA,NA,NA,NA,103,NA,NA,NA,NA,0,0,47.474747,51.515151,0.01010101
OH,2018,049635,northwest local,NA,NA,NA,NA,109,NA,NA,NA,NA,0,1,44.9,54.1,0
OH,2019,049635,northwest local,NA,NA,NA,NA,109,NA,NA,NA,NA,0,3,51.5,45.5,0
OH,2014,049643,valley local,0,4,32,26,62,1,0,0,0,NA,NA,NA,NA,NA
OH,2017,049643,valley local,NA,NA,NA,NA,61,NA,NA,NA,NA,0,0,26.229508000000003,68.852459,0.04918032
OH,2018,049643,valley local,NA,NA,NA,NA,67,NA,NA,NA,NA,0,0,23.8,74.60000000000001,1.6
OH,2019,049643,valley local,NA,NA,NA,NA,69,NA,NA,NA,NA,0,1.6,29.7,67.2,1.6
OH,2014,049650,washington-nile local,0,6,21,72,99,1,0,0,0,NA,NA,NA,NA,NA
OH,2017,049650,washington-nile local,NA,NA,NA,NA,89,NA,NA,NA,NA,0,1.0752680000000001,25.806451000000003,73.118279,0
