MI School Data,
"Educator Effectiveness Snapshot
Statewide: 2015-16 / Teachers",
School Year,Location Name,Location Type,Location Code,Assignment Type,Total Count,HighlyEffective Count,Effective Count,MinimallyEffective Count,Effective Or More Count ,Minimally Effective Or Less Count,Ineffective Count,Highly Effective Percentage,Effective Percentage,Effective Or More Percentage,Minimally Effective Percentage,Minimally Effective Or Less Percentage,Ineffective Percentage,
2014-15,Woodhaven-Brownstown School District,District,82365,Teacher,294,32,262,0,294,0,0,11%,89%,100%,0%,0%,0%,
2014-15,Woodland Park Academy,District,25902,Teacher,30,14,16,0,30,0,0,47%,53%,100%,0%,0%,0%,
2014-15,Woodland School,District,28901,Teacher,15,15,0,0,15,0,0,100%,0%,100%,0%,0%,0%,
2014-15,Woodward Academy,District,82913,Teacher,34,11,17,2,28,6,4,32%,50%,82%,6%,18%,12%,
2014-15,"Wyandotte, School District of the City of",District,82170,Teacher,283,101,180,2,281,2,0,36%,64%,99%,1%,1%,0%,
2014-15,Wyoming Public Schools,District,41026,Teacher,259,37,214,8,251,8,0,14%,83%,97%,3%,3%,0%,
2014-15,Yale Public Schools,District,74130,Teacher,118,10,106,1,116,2,1,8%,90%,98%,1%,2%,1%,
2014-15,Youth Advancement Academy,District,39906,Teacher,6,0,6,0,6,0,0,0%,100%,100%,0%,0%,0%,
2014-15,Zeeland Public Schools,District,70350,Teacher,377,266,109,2,375,2,0,71%,29%,99%,1%,1%,0%,
2014-15,Allegan Area Educational Service Agency  - District created from ISD,District,03000,Teacher,51,19,32,0,51,0,0,37%,63%,100%,0%,0%,0%,
2014-15,Alpena-Montmorency-Alcona ESD  - District created from ISD,District,04000,Teacher,7,0,7,0,7,0,0,0%,100%,100%,0%,0%,0%,
2014-15,Barry ISD  - District created from ISD,District,08000,Teacher,9,0,8,1,8,1,0,0%,89%,89%,11%,11%,0%,
2014-15,Bay-Arenac ISD  - District created from ISD,District,09000,Teacher,70,0,70,0,70,0,0,0%,100%,100%,0%,0%,0%,
2014-15,Berrien RESA  - District created from ISD,District,11000,Teacher,54,24,30,0,54,0,0,44%,56%,100%,0%,0%,0%,
2014-15,Branch ISD  - District created from ISD,District,12000,Teacher,67,37,29,1,66,1,0,55%,43%,99%,1%,1%,0%,
2014-15,C.O.O.R. ISD  - District created from ISD,District,72000,Teacher,14,3,10,1,13,1,0,21%,71%,93%,7%,7%,0%,
2014-15,Calhoun Intermediate School District  - District created from ISD,District,13000,Teacher,80,24,56,0,80,0,0,30%,70%,100%,0%,0%,0%,
2014-15,Charlevoix-Emmet ISD  - District created from ISD,District,15000,Teacher,21,0,21,0,21,0,0,0%,100%,100%,0%,0%,0%,
2014-15,Cheb-Otsego-Presque Isle ESD  - District created from ISD,District,16000,Teacher,10,0,10,0,10,0,0,0%,100%,100%,0%,0%,0%,
2014-15,Clare-Gladwin Regional Education Service District  - District created from ISD,District,18000,Teacher,23,17,6,0,23,0,0,74%,26%,100%,0%,0%,0%,
2014-15,Clinton County RESA  - District created from ISD,District,19000,Teacher,24,2,22,0,24,0,0,8%,92%,100%,0%,0%,0%,
2014-15,Copper Country ISD  - District created from ISD,District,31000,Teacher,16,9,6,1,15,1,0,56%,38%,94%,6%,6%,0%,
2014-15,Delta-Schoolcraft ISD  - District created from ISD,District,21000,Teacher,22,16,5,1,21,1,0,73%,23%,95%,5%,5%,0%,
2014-15,Dickinson-Iron ISD  - District created from ISD,District,22000,Teacher,17,9,8,0,17,0,0,53%,47%,100%,0%,0%,0%,
2014-15,Eastern Upper Peninsula ISD  - District created from ISD,District,17000,Teacher,4,4,0,0,4,0,0,100%,0%,100%,0%,0%,0%,
2014-15,Eaton RESA  - District created from ISD,District,23000,Teacher,17,10,6,1,16,1,0,59%,35%,94%,6%,6%,0%,
2014-15,Genesee ISD  - District created from ISD,District,25000,Teacher,174,39,133,1,172,2,1,22%,76%,99%,1%,1%,1%,
2014-15,Gogebic-Ontonagon ISD  - District created from ISD,District,27000,Teacher,10,1,9,0,10,0,0,10%,90%,100%,0%,0%,0%,
2014-15,Gratiot-Isabella RESD  - District created from ISD,District,29000,Teacher,23,15,7,1,22,1,0,65%,30%,96%,4%,4%,0%,
2014-15,Hillsdale ISD  - District created from ISD,District,30000,Teacher,28,17,10,1,27,1,0,61%,36%,96%,4%,4%,0%,
2014-15,Huron ISD  - District created from ISD,District,32000,Teacher,24,1,22,0,23,1,1,4%,92%,96%,0%,4%,4%,
2014-15,Ingham ISD  - District created from ISD,District,33000,Teacher,77,9,67,1,76,1,0,12%,87%,99%,1%,1%,0%,
2014-15,Ionia ISD  - District created from ISD,District,34000,Teacher,38,10,26,0,36,2,2,26%,68%,95%,0%,5%,5%,
2014-15,Iosco RESA  - District created from ISD,District,35000,Teacher,13,6,7,0,13,0,0,46%,54%,100%,0%,0%,0%,
2014-15,Jackson ISD  - District created from ISD,District,38000,Teacher,93,76,15,1,91,2,1,82%,16%,98%,1%,2%,1%,
2014-15,Kalamazoo RESA  - District created from ISD,District,39000,Teacher,77,35,41,0,76,1,1,45%,53%,99%,0%,1%,1%,
2014-15,Kent ISD  - District created from ISD,District,41000,Teacher,130,61,65,2,126,4,2,47%,50%,97%,2%,3%,2%,
2014-15,Lapeer ISD  - District created from ISD,District,44000,Teacher,38,20,18,0,38,0,0,53%,47%,100%,0%,0%,0%,
2014-15,Lenawee ISD  - District created from ISD,District,46000,Teacher,70,33,34,3,67,3,0,47%,49%,96%,4%,4%,0%,
2014-15,Lewis Cass ISD  - District created from ISD,District,14000,Teacher,19,7,12,0,19,0,0,37%,63%,100%,0%,0%,0%,
2014-15,Livingston ESA  - District created from ISD,District,47000,Teacher,24,11,11,2,22,2,0,46%,46%,92%,8%,8%,0%,
2014-15,Macomb ISD  - District created from ISD,District,50000,Teacher,180,81,99,0,180,0,0,45%,55%,100%,0%,0%,0%,
2014-15,Manistee ISD  - District created from ISD,District,51000,Teacher,5,2,2,1,4,1,0,40%,40%,80%,20%,20%,0%,
2014-15,Marquette-Alger RESA  - District created from ISD,District,52000,Teacher,11,10,1,0,11,0,0,91%,9%,100%,0%,0%,0%,
2014-15,West Shore Educational Service District  - District created from ISD,District,53000,Teacher,33,12,19,2,31,2,0,36%,58%,94%,6%,6%,0%,
2014-15,Mecosta-Osceola ISD  - District created from ISD,District,54000,Teacher,49,11,35,2,46,3,1,22%,71%,94%,4%,6%,2%,
2014-15,Menominee ISD  - District created from ISD,District,55000,Teacher,3,2,1,0,3,0,0,67%,33%,100%,0%,0%,0%,
2014-15,Midland County Educational Service Agency  - District created from ISD,District,56000,Teacher,26,22,4,0,26,0,0,85%,15%,100%,0%,0%,0%,
2014-15,Monroe ISD  - District created from ISD,District,58000,Teacher,34,15,18,0,33,1,1,44%,53%,97%,0%,3%,3%,
2014-15,Montcalm Area ISD  - District created from ISD,District,59000,Teacher,41,17,23,0,40,1,1,41%,56%,98%,0%,2%,2%,
2014-15,Muskegon Area ISD  - District created from ISD,District,61000,Teacher,50,7,38,5,45,5,0,14%,76%,90%,10%,10%,0%,
2014-15,Newaygo County RESA  - District created from ISD,District,62000,Teacher,40,19,21,0,40,0,0,48%,53%,100%,0%,0%,0%,
2014-15,Oakland Schools  - District created from ISD,District,63000,Teacher,111,85,22,2,107,4,2,77%,20%,96%,2%,4%,2%,
2014-15,Ottawa Area ISD  - District created from ISD,District,70000,Teacher,101,29,71,1,100,1,0,29%,70%,99%,1%,1%,0%,
2014-15,Saginaw ISD  - District created from ISD,District,73000,Teacher,85,20,64,0,84,1,1,24%,75%,99%,0%,1%,1%,
2014-15,Sanilac ISD  - District created from ISD,District,76000,Teacher,20,13,7,0,20,0,0,65%,35%,100%,0%,0%,0%,
2014-15,Shiawassee Regional ESD  - District created from ISD,District,78000,Teacher,18,13,5,0,18,0,0,72%,28%,100%,0%,0%,0%,
2014-15,St. Clair County RESA  - District created from ISD,District,74000,Teacher,54,9,40,4,49,5,1,17%,74%,91%,7%,9%,2%,
2014-15,St. Joseph County ISD  - District created from ISD,District,75000,Teacher,11,5,6,0,11,0,0,45%,55%,100%,0%,0%,0%,
2014-15,Traverse Bay Area ISD  - District created from ISD,District,28000,Teacher,99,12,84,3,96,3,0,12%,85%,97%,3%,3%,0%,
2014-15,Tuscola ISD  - District created from ISD,District,79000,Teacher,48,29,19,0,48,0,0,60%,40%,100%,0%,0%,0%,
2014-15,Van Buren ISD  - District created from ISD,District,80000,Teacher,114,62,51,0,113,1,1,54%,45%,99%,0%,1%,1%,
2014-15,Washtenaw ISD  - District created from ISD,District,81000,Teacher,76,26,48,2,74,2,0,34%,63%,97%,3%,3%,0%,
2014-15,Wexford-Missaukee ISD  - District created from ISD,District,83000,Teacher,33,16,17,0,33,0,0,48%,52%,100%,0%,0%,0%,
2014-15,DeTour Arts and Technology Academy,District,17903,Teacher,20,2,18,0,20,0,0,10%,90%,100%,0%,0%,0%,
2014-15,Relevant Academy of Eaton County,District,23902,Teacher,8,0,8,0,8,0,0,0%,100%,100%,0%,0%,0%,
2014-15,Leelanau Montessori Public School Academy,District,45901,Teacher,7,1,6,0,7,0,0,14%,86%,100%,0%,0%,0%,
2014-15,Michigan Connections Academy,District,33911,Teacher,76,8,65,3,73,3,0,11%,86%,96%,4%,4%,0%,
2014-15,Wellspring Preparatory High School,District,41923,Teacher,21,5,14,1,19,2,1,24%,67%,90%,5%,10%,5%,
2014-15,West Michigan Aviation Academy,District,41924,Teacher,32,9,23,0,32,0,0,28%,72%,100%,0%,0%,0%,
2014-15,Michigan Virtual Charter Academy,District,41925,Teacher,187,13,160,14,173,14,0,7%,86%,93%,7%,7%,0%,
2014-15,Taylor International Academy,District,63925,Teacher,23,0,22,0,22,1,1,0%,96%,96%,0%,4%,4%,
2014-15,Detroit Leadership Academy,District,82722,Teacher,23,1,16,2,17,6,4,4%,70%,74%,9%,26%,17%,
2014-15,Legacy Charter Academy,District,82723,Teacher,47,0,39,8,39,8,0,0%,83%,83%,17%,17%,0%,
2014-15,University Yes Academy,District,82724,Teacher,44,4,29,11,33,11,0,9%,66%,75%,25%,25%,0%,
2014-15,Global Heights Academy,District,82725,Teacher,21,0,21,0,21,0,0,0%,100%,100%,0%,0%,0%,
2014-15,Bay City Academy,District,09903,Teacher,34,10,23,0,33,1,1,29%,68%,97%,0%,3%,3%,
2014-15,The Greenspire School,District,28904,Teacher,7,0,7,0,7,0,0,0%,100%,100%,0%,0%,0%,
2014-15,Hope Academy of West Michigan,District,41926,Teacher,33,5,11,12,16,17,5,15%,33%,48%,36%,52%,15%,
2014-15,FlexTech High School,District,47903,Teacher,14,3,11,0,14,0,0,21%,79%,100%,0%,0%,0%,
2014-15,Noor International Academy,District,50913,Teacher,16,0,15,1,15,1,0,0%,94%,94%,6%,6%,0%,
2014-15,Arbor Preparatory High School,District,81909,Teacher,24,9,10,1,19,5,4,38%,42%,79%,4%,21%,17%,
2014-15,Regent Park Scholars Charter Academy,District,82727,Teacher,45,2,36,7,38,7,0,4%,80%,84%,16%,16%,0%,
2014-15,Jalen Rose Leadership Academy,District,82728,Teacher,21,6,13,0,19,2,2,29%,62%,90%,0%,10%,10%,
2014-15,East Arbor Charter Academy,District,81910,Teacher,42,3,37,2,40,2,0,7%,88%,95%,5%,5%,0%,
2014-15,South Canton Scholars Charter Academy,District,82729,Teacher,38,7,31,0,38,0,0,18%,82%,100%,0%,0%,0%,
2014-15,Forest Academy,District,39907,Teacher,19,17,2,0,19,0,0,89%,11%,100%,0%,0%,0%,
2014-15,American International Academy,District,82730,Teacher,19,0,16,3,16,3,0,0%,84%,84%,16%,16%,0%,
2014-15,Hamilton Academy,District,82733,Teacher,20,7,6,5,13,7,2,35%,30%,65%,25%,35%,10%,
2014-15,GEE Edmonson Academy,District,82731,Teacher,15,0,13,0,13,2,2,0%,87%,87%,0%,13%,13%,
2014-15,GEE White Academy,District,82732,Teacher,18,0,18,0,18,0,0,0%,100%,100%,0%,0%,0%,
2014-15,New Paradigm Glazer-Loving Academy,District,82735,Teacher,10,0,0,7,0,10,3,0%,0%,0%,70%,100%,30%,
2014-15,New Paradigm Glazer Academy,District,82734,Teacher,10,0,1,5,1,9,4,0%,10%,10%,50%,90%,40%,
2014-15,Education Achievement Authority of Michigan,District,84060,Teacher,365,44,211,105,255,110,5,12%,58%,70%,29%,30%,1%,
2014-15,Starr Detroit Academy,District,82736,Teacher,42,11,28,3,39,3,0,26%,67%,93%,7%,7%,0%,
2014-15,Detroit Innovation Academy,District,82739,Teacher,15,1,7,1,8,7,6,7%,47%,53%,7%,47%,40%,
2014-15,Academy of International Studies,District,82738,Teacher,11,0,11,0,11,0,0,0%,100%,100%,0%,0%,0%,
2014-15,Charlton Heston Academy,District,72901,Teacher,24,0,24,0,24,0,0,0%,100%,100%,0%,0%,0%,
2014-15,Innocademy,District,70908,Teacher,21,19,2,0,21,0,0,90%,10%,100%,0%,0%,0%,
2014-15,Grand Rapids Ellington Academy of Arts & Technology,District,41927,Teacher,35,2,18,14,20,15,1,6%,51%,57%,40%,43%,3%,
2014-15,Cornerstone Health and Technology School,District,82741,Teacher,11,0,11,0,11,0,0,0%,100%,100%,0%,0%,0%,
2014-15,WSC Academy,District,81911,Teacher,10,3,5,2,8,2,0,30%,50%,80%,20%,20%,0%,
2014-15,Evergreen Academy,District,39908,Teacher,6,3,2,1,5,1,0,50%,33%,83%,17%,17%,0%,
2014-15,Madison-Carver Academy,District,82742,Teacher,19,0,18,1,18,1,0,0%,95%,95%,5%,5%,0%,
2014-15,Caniff Liberty Academy,District,82745,Teacher,22,0,21,0,21,1,1,0%,95%,95%,0%,5%,5%,
2014-15,Michigan School for the Arts,District,63927,Teacher,27,0,23,0,23,4,4,0%,85%,85%,0%,15%,15%,
2014-15,Faxon Language Immersion Academy,District,63926,Teacher,10,3,6,1,9,1,0,30%,60%,90%,10%,10%,0%,
2014-15,Highland Park Public School Academy System,District,82749,Teacher,37,9,26,1,35,2,1,24%,70%,95%,3%,5%,3%,
2014-15,Muskegon Heights Public School Academy System,District,61905,Teacher,46,1,40,4,41,5,1,2%,87%,89%,9%,11%,2%,
2014-15,South Pointe Scholars Charter Academy,District,81912,Teacher,42,0,41,1,41,1,0,0%,98%,98%,2%,2%,0%,
2014-15,Plymouth Scholars Charter Academy,District,82743,Teacher,37,1,35,1,36,1,0,3%,95%,97%,3%,3%,0%,
2014-15,Escuela Avancemos,District,82744,Teacher,12,0,12,0,12,0,0,0%,100%,100%,0%,0%,0%,
2014-15,NexTech High School of Lansing,District,33913,Teacher,24,1,22,1,23,1,0,4%,92%,96%,4%,4%,0%,
2014-15,River City Scholars Charter Academy,District,41928,Teacher,40,4,25,11,29,11,0,10%,63%,73%,28%,28%,0%,
2014-15,W-A-Y Academy,District,82746,Teacher,26,0,25,1,25,1,0,0%,96%,96%,4%,4%,0%,
2014-15,The New Standard Academy,District,25912,Teacher,33,0,33,0,33,0,0,0%,100%,100%,0%,0%,0%,
2014-15,MacDowell Preparatory Academy,District,82747,Teacher,25,0,20,5,20,5,0,0%,80%,80%,20%,20%,0%,
2014-15,Rutherford Winans Academy,District,82748,Teacher,11,2,8,1,10,1,0,18%,73%,91%,9%,9%,0%,
2014-15,NexTech High School,District,41929,Teacher,26,2,23,1,25,1,0,8%,88%,96%,4%,4%,0%,
2014-15,Alternative Educational Academy of Iosco County,District,35902,Teacher,2,0,2,0,2,0,0,0%,100%,100%,0%,0%,0%,
2014-15,Michigan Educational Choice Center,District,82751,Teacher,67,4,53,8,57,10,2,6%,79%,85%,12%,15%,3%,
2014-15,Capstone Academy Charter School (SDA),District,82752,Teacher,6,2,2,2,4,2,0,33%,33%,67%,33%,33%,0%,
2014-15,Wolverine Academy (SDA),District,82750,Teacher,11,0,11,0,11,0,0,0%,100%,100%,0%,0%,0%,
2014-15,Battle Creek Montessori Academy,District,13900,Teacher,9,0,9,0,9,0,0,0%,100%,100%,0%,0%,0%,
2014-15,LifeTech Academy,District,23900,Teacher,1,0,1,0,1,0,0,0%,100%,100%,0%,0%,0%,
2014-15,Genesee STEM Academy,District,25900,Teacher,12,0,12,0,12,0,0,0%,100%,100%,0%,0%,0%,
2014-15,Greater Heights Academy,District,25914,Teacher,17,4,6,5,10,7,2,24%,35%,59%,29%,41%,12%,
2014-15,WAY Academy - Flint,District,25915,Teacher,14,0,14,0,14,0,0,0%,100%,100%,0%,0%,0%,
2014-15,Great Lakes Cyber Academy,District,33914,Teacher,24,0,23,1,23,1,0,0%,96%,96%,4%,4%,0%,
2014-15,Lakeside Charter School,District,39900,Teacher,11,0,11,0,11,0,0,0%,100%,100%,0%,0%,0%,
2014-15,Covenant House Academy Grand Rapids,District,41900,Teacher,10,0,10,0,10,0,0,0%,100%,100%,0%,0%,0%,
2014-15,Macomb Montessori Academy,District,50914,Teacher,12,2,10,0,12,0,0,17%,83%,100%,0%,0%,0%,
2014-15,Rising Stars Academy,District,50915,Teacher,2,0,2,0,2,0,0,0%,100%,100%,0%,0%,0%,
2014-15,Success Mile Academy,District,50916,Teacher,19,0,17,1,17,2,1,0%,89%,89%,5%,11%,5%,
2014-15,Michigan Great Lakes Virtual Academy,District,51905,Teacher,142,2,118,22,120,22,0,1%,83%,85%,15%,15%,0%,
2014-15,Mackinac Preparatory Academy,District,53900,Teacher,15,3,12,0,15,0,0,20%,80%,100%,0%,0%,0%,
2014-15,Muskegon Montessori Academy for Environmental Change,District,61900,Teacher,6,1,4,1,5,1,0,17%,67%,83%,17%,17%,0%,
2014-15,Sarah J. Webber Media Arts Academy,District,63900,Teacher,16,0,15,0,15,1,1,0%,94%,94%,0%,6%,6%,
2014-15,Oakside Scholars Charter Academy,District,63909,Teacher,38,1,31,6,32,6,0,3%,82%,84%,16%,16%,0%,
2014-15,Momentum Academy,District,63928,Teacher,9,0,9,0,9,0,0,0%,100%,100%,0%,0%,0%,
2014-15,Waterford Montessori Academy,District,63929,Teacher,9,4,5,0,9,0,0,44%,56%,100%,0%,0%,0%,
2014-15,NexTech High School of Metro Detroit,District,63930,Teacher,19,1,17,1,18,1,0,5%,89%,95%,5%,5%,0%,
2014-15,FlexTech High School - Novi,District,63931,Teacher,6,5,1,0,6,0,0,83%,17%,100%,0%,0%,0%,
2014-15,Jefferson International Academy,District,63933,Teacher,11,2,9,0,11,0,0,18%,82%,100%,0%,0%,0%,
2014-15,Kingsbury Country Day School,District,63934,Teacher,17,4,13,0,17,0,0,24%,76%,100%,0%,0%,0%,
2014-15,ICademy Global,District,70909,Teacher,16,14,2,0,16,0,0,88%,13%,100%,0%,0%,0%,
2014-15,Detroit Achievement Academy,District,82700,Teacher,6,6,0,0,6,0,0,100%,0%,100%,0%,0%,0%,
2014-15,Detroit Public Safety Academy,District,82704,Teacher,8,0,8,0,8,0,0,0%,100%,100%,0%,0%,0%,
2014-15,Branch Line School,District,82705,Teacher,7,6,0,1,6,1,0,86%,0%,86%,14%,14%,0%,
2014-15,The James and Grace Lee Boggs School,District,82706,Teacher,7,0,7,0,7,0,0,0%,100%,100%,0%,0%,0%,
2014-15,Experiencia Preparatory Academy,District,82707,Teacher,21,0,19,2,19,2,0,0%,90%,90%,10%,10%,0%,
2014-15,Tipton Academy,District,82754,Teacher,20,0,20,0,20,0,0,0%,100%,100%,0%,0%,0%,
2014-15,Southwest Detroit Community School,District,82755,Teacher,20,5,14,1,19,1,0,25%,70%,95%,5%,5%,0%,
2014-15,Taylor Preparatory High School,District,82756,Teacher,18,3,14,0,17,1,1,17%,78%,94%,0%,6%,6%,
2014-15,Jackson Preparatory & Early College,District,38900,Teacher,14,1,12,0,13,1,1,7%,86%,93%,0%,7%,7%,
2014-15,WAY Michigan,District,82710,Teacher,9,0,9,0,9,0,0,0%,100%,100%,0%,0%,0%,
2014-15,Innocademy Allegan Campus,District,03900,Teacher,4,4,0,0,4,0,0,100%,0%,100%,0%,0%,0%,
2014-15,New Paradigm College Prep,District,82713,Teacher,6,0,1,5,1,5,0,0%,17%,17%,83%,83%,0%,
2014-15,Canton Preparatory High School,District,82711,Teacher,18,3,13,1,16,2,1,17%,72%,89%,6%,11%,6%,
2014-15,Insight School of Michigan,District,23903,Teacher,32,0,28,3,28,4,1,0%,88%,88%,9%,13%,3%,
2014-15,Schools for the Future Detroit,District,82715,Teacher,5,0,5,0,5,0,0,0%,100%,100%,0%,0%,0%,
2014-15,Blended Learning Academies Credit Recovery High School,District,33915,Teacher,4,0,4,0,4,0,0,0%,100%,100%,0%,0%,0%,
2014-15,Detroit Delta Preparatory Academy for Social Justice,District,82714,Teacher,5,1,3,1,4,1,0,20%,60%,80%,20%,20%,0%,
2014-15,Pathways Academy,District,82737,Teacher,5,0,2,3,2,3,0,0%,40%,40%,60%,60%,0%,
2014-15,Early Career Academy,District,63936,Teacher,5,0,5,0,5,0,0,0%,100%,100%,0%,0%,0%,
2014-15,Grand River Academy,District,82757,Teacher,27,0,25,2,25,2,0,0%,93%,93%,7%,7%,0%,
2014-15,Muskegon Covenant Academy,District,61906,Teacher,5,0,5,0,5,0,0,0%,100%,100%,0%,0%,0%,
2014-15,Alternative Educational Academy of Ogemaw County,District,65900,Teacher,2,0,2,0,2,0,0,0%,100%,100%,0%,0%,0%,
2014-15,East Shore Leadership Academy,District,74900,Teacher,8,0,7,1,7,1,0,0%,88%,88%,13%,13%,0%,
2014-15,Regents Academy,District,82759,Teacher,2,2,0,0,2,0,0,100%,0%,100%,0%,0%,0%,
2014-15,Global Tech Academy,District,81900,Teacher,10,0,10,0,10,0,0,0%,100%,100%,0%,0%,0%,
2015-16,Academic and Career Education Academy,District,56903,Teacher,8,1,7,0,8,0,0,13%,88%,100%,0%,0%,0%,
2015-16,Academy for Business and Technology,District,82921,Teacher,41,5,26,10,31,10,0,12%,63%,76%,24%,24%,0%,
2015-16,Anchor Bay School District,District,50040,Teacher,318,89,219,9,308,10,1,28%,69%,97%,3%,3%,0%,
2015-16,Ann Arbor Learning Community,District,81904,Teacher,14,1,10,3,11,3,0,7%,71%,79%,21%,21%,0%,
2015-16,Ann Arbor Public Schools,District,81010,Teacher,"1,212",436,749,15,"1,185",27,12,36%,62%,98%,1%,2%,1%,
2015-16,Arbor Academy,District,13901,Teacher,18,15,3,0,18,0,0,83%,17%,100%,0%,0%,0%,
2015-16,Arenac Eastern School District,District,06010,Teacher,21,1,19,1,20,1,0,5%,90%,95%,5%,5%,0%,
2015-16,Armada Area Schools,District,50050,Teacher,118,88,27,1,115,3,2,75%,23%,97%,1%,3%,2%,
2015-16,Arts Academy in the Woods,District,50905,Teacher,25,1,24,0,25,0,0,4%,96%,100%,0%,0%,0%,
2015-16,Arts and Technology Academy of Pontiac,District,63915,Teacher,42,4,34,4,38,4,0,10%,81%,90%,10%,10%,0%,
2015-16,Arvon Township School District,District,07010,Teacher,3,3,0,0,3,0,0,100%,0%,100%,0%,0%,0%,
2015-16,Ashley Community Schools,District,29020,Teacher,29,0,27,2,27,2,0,0%,93%,93%,7%,7%,0%,
2015-16,Athens Area Schools,District,13050,Teacher,33,26,7,0,33,0,0,79%,21%,100%,0%,0%,0%,
2015-16,Atherton Community Schools,District,25130,Teacher,46,12,33,0,45,1,1,26%,72%,98%,0%,2%,2%,
2015-16,Atlanta Community Schools,District,60010,Teacher,18,9,9,0,18,0,0,50%,50%,100%,0%,0%,0%,
2015-16,Au Gres-Sims School District,District,06020,Teacher,33,23,10,0,33,0,0,70%,30%,100%,0%,0%,0%,
2015-16,Academy of Warren,District,50911,Teacher,30,5,20,5,25,5,0,17%,67%,83%,17%,17%,0%,
2015-16,Academy of Waterford,District,63916,Teacher,12,0,12,0,12,0,0,0%,100%,100%,0%,0%,0%,
2015-16,ACE Academy (SDA),District,82998,Teacher,12,1,11,0,12,0,0,8%,92%,100%,0%,0%,0%,
2015-16,Achieve Charter Academy,District,82717,Teacher,37,20,17,0,37,0,0,54%,46%,100%,0%,0%,0%,
2015-16,Adams Township School District,District,31020,Teacher,29,26,3,0,29,0,0,90%,10%,100%,0%,0%,0%,
2015-16,Addison Community Schools,District,46020,Teacher,60,50,10,0,60,0,0,83%,17%,100%,0%,0%,0%,
2015-16,Adrian Public Schools,District,46010,Teacher,208,97,106,4,203,5,1,47%,51%,98%,2%,2%,0%,
2015-16,Advanced Technology Academy,District,63914,Teacher,90,18,70,2,88,2,0,20%,78%,98%,2%,2%,0%,
2015-16,AGBU Alex-Marie Manoogian School,District,63901,Teacher,29,29,0,0,29,0,0,100%,0%,100%,0%,0%,0%,
2015-16,Airport Community Schools,District,58020,Teacher,171,78,86,7,164,7,0,46%,50%,96%,4%,4%,0%,
2015-16,Akron-Fairgrove Schools,District,79010,Teacher,20,9,11,0,20,0,0,45%,55%,100%,0%,0%,0%,
2015-16,Alanson Public Schools,District,24030,Teacher,18,7,11,0,18,0,0,39%,61%,100%,0%,0%,0%,
2015-16,Alba Public Schools,District,05010,Teacher,10,0,10,0,10,0,0,0%,100%,100%,0%,0%,0%,
2015-16,Albion Public Schools,District,13010,Teacher,33,0,33,0,33,0,0,0%,100%,100%,0%,0%,0%,
2015-16,Alcona Community Schools,District,01010,Teacher,39,11,27,1,38,1,0,28%,69%,97%,3%,3%,0%,
2015-16,Algonac Community School District,District,74030,Teacher,93,19,74,0,93,0,0,20%,80%,100%,0%,0%,0%,
2015-16,Allegan Public Schools,District,03030,Teacher,158,93,64,0,157,1,1,59%,41%,99%,0%,1%,1%,
2015-16,Allen Academy,District,82955,Teacher,35,11,22,2,33,2,0,31%,63%,94%,6%,6%,0%,
2015-16,Allen Park Public Schools,District,82020,Teacher,199,132,66,1,198,1,0,66%,33%,100%,1%,1%,0%,
2015-16,Allendale Public Schools,District,70040,Teacher,163,112,50,1,162,1,0,69%,31%,99%,1%,1%,0%,
2015-16,Alma Public Schools,District,29010,Teacher,135,38,96,0,134,1,1,28%,71%,99%,0%,1%,1%,
2015-16,Almont Community Schools,District,44020,Teacher,78,36,41,1,77,1,0,46%,53%,99%,1%,1%,0%,
2015-16,Alpena Public Schools,District,04010,Teacher,223,48,172,3,220,3,0,22%,77%,99%,1%,1%,0%,
2015-16,American Montessori Academy,District,82981,Teacher,24,6,15,3,21,3,0,25%,63%,88%,13%,13%,0%,
2015-16,AuTrain-Onota Public Schools,District,02010,Teacher,6,4,0,1,4,2,1,67%,0%,67%,17%,33%,17%,
2015-16,Avondale School District,District,63070,Teacher,247,200,47,0,247,0,0,81%,19%,100%,0%,0%,0%,
2015-16,Bad Axe Public Schools,District,32010,Teacher,69,28,41,0,69,0,0,41%,59%,100%,0%,0%,0%,
2015-16,Baldwin Community Schools,District,43040,Teacher,48,5,37,6,42,6,0,10%,77%,88%,13%,13%,0%,
2015-16,Bangor Public Schools (Van Buren),District,80020,Teacher,88,28,57,3,85,3,0,32%,65%,97%,3%,3%,0%,
2015-16,Bangor Township S/D #8,District,80240,Teacher,2,1,1,0,2,0,0,50%,50%,100%,0%,0%,0%,
2015-16,Bangor Township Schools,District,09030,Teacher,133,74,59,0,133,0,0,56%,44%,100%,0%,0%,0%,
2015-16,Baraga Area Schools,District,07020,Teacher,31,13,18,0,31,0,0,42%,58%,100%,0%,0%,0%,
2015-16,Bark River-Harris School District,District,21090,Teacher,47,24,20,3,44,3,0,51%,43%,94%,6%,6%,0%,
2015-16,Bath Community Schools,District,19100,Teacher,68,19,49,0,68,0,0,28%,72%,100%,0%,0%,0%,
2015-16,Battle Creek Area Learning Center,District,13904,Teacher,12,6,6,0,12,0,0,50%,50%,100%,0%,0%,0%,
2015-16,Battle Creek Public Schools,District,13020,Teacher,338,132,182,20,314,24,4,39%,54%,93%,6%,7%,1%,
2015-16,Bay City School District,District,09010,Teacher,446,130,312,4,442,4,0,29%,70%,99%,1%,1%,0%,
